year,price
01-04-2021,144.928881
01-05-2021,147.890378
01-06-2021,151.028482
01-07-2021,154.249354
01-08-2021,157.562322
01-09-2021,160.966459
01-10-2021,164.461856
01-11-2021,168.048506
01-12-2021,171.726408
01-01-2022,175.495563
01-02-2022,179.35597
01-03-2022,183.30763
